User ID,Timestamp,IP Address,Location,Device,Risk Score,Access Decision
c0f3bafc-68f8-49e0-b8f1-37c2de9d732c,2025-02-02 23:58:43.059961,152.59.17.82,Robertburgh,Mobile,0.01,Granted
a41f23d3-6434-42d0-86b3-8edb898e08fb,2025-02-03 00:48:43.741107,108.159.130.149,Port Bradleymouth,Tablet,0.81,Denied
ccbd4d03-2bf2-47f0-9ff4-121ebd5ce79e,2025-01-21 10:40:09.478775,81.85.27.60,Lake Kyle,Laptop,0.4,Granted
ffcea9a6-0cea-47e6-8b13-300d28688f6b,2025-01-24 21:30:06.430575,117.119.29.139,Gilesmouth,Workstation,0.99,Denied
79408433-c492-4b14-b2c9-97f2260e4f10,2025-01-17 08:09:02.701789,194.235.19.175,New Ryanstad,Tablet,0.77,MFA Required
ea90b28b-1989-4fdd-a265-e84e4ef63be3,2025-01-22 08:25:17.870964,78.93.188.19,Rodgerston,Workstation,0.32,Granted
c7f194a4-482b-4702-a11f-0e5ee3e6bed1,2025-01-29 14:58:37.306946,7.121.100.144,Barbermouth,Tablet,0.68,MFA Required
99ef4112-6843-4fa1-a50b-af85a5ef8ee8,2025-01-30 20:19:47.086023,101.149.139.108,North Markborough,Mobile,0.14,Granted
9421fd15-00f3-47a8-985e-1fb9b82798af,2025-01-09 03:41:16.901368,25.187.189.28,Lake Troy,Tablet,0.51,MFA Required
270ad506-bf69-4f03-bbc9-e2b618981e3b,2025-02-03 06:57:48.827804,40.168.109.5,Lake Deniseborough,Tablet,0.19,Granted
cd31d346-e2e4-453e-beab-56913d29a7be,2025-02-05 18:40:00.706585,207.1.239.86,North Troy,Tablet,0.89,Denied
59f4e6ba-e39e-4580-aa1c-a401bf79b875,2025-01-31 18:26:05.140183,26.17.204.192,New Peter,Mobile,0.82,Denied
b6d617af-e39b-43e8-8622-f43a9e79a9a5,2025-01-11 04:29:25.553829,10.198.220.13,Edwardschester,Mobile,0.4,Granted
c67d4d86-f32b-40e4-9245-684306e68e2a,2025-01-19 08:06:13.672499,143.155.27.110,Wendybury,Workstation,0.43,Granted
ee2538ff-3989-42c0-a1d1-ca3719628c29,2025-01-09 02:57:02.920013,189.191.224.192,South Justin,Tablet,0.37,Granted
76f7b408-12e3-4ee4-8683-262ec68bf074,2025-02-02 02:46:45.402087,84.65.171.236,North Coryhaven,Laptop,0.81,Denied
e796c6be-efd9-45ed-a37f-23f3ede17834,2025-01-29 22:23:10.122353,77.135.233.122,Christopherport,Laptop,0.99,Denied
8fbf5885-063a-4041-9bfa-36a4aa242d22,2025-01-08 13:36:11.075655,174.248.104.64,Wellsville,Laptop,0.63,MFA Required
b3478a03-32a8-4d1c-ba6b-04070746e269,2025-01-26 22:58:35.460474,85.69.181.83,Port Sarah,Laptop,0.01,Granted
1793f867-deb4-45af-9436-903f245543f4,2025-01-14 07:15:07.227861,204.191.57.245,Rogersbury,Workstation,0.3,Granted
fccd7e0f-2254-4fcb-873b-8294f35c91ec,2025-01-11 12:29:17.645389,70.47.111.147,Samuelmouth,Tablet,0.64,MFA Required
4741f961-508b-4f02-aa69-ff0113b7fd41,2025-02-01 14:05:16.042900,216.233.18.98,Gonzalezport,Workstation,0.7,MFA Required
27b70791-b17c-4f8e-85cf-10f9f072a001,2025-01-12 20:23:07.093321,125.80.93.250,East Pennyshire,Workstation,0.55,MFA Required
eddd6ae3-0837-4a27-a395-8bd86109225d,2025-01-14 12:03:30.800159,161.214.223.164,Robersonland,Tablet,0.41,Granted
718ceac6-78ef-4076-9f33-2c55ff14fa90,2025-01-18 16:58:45.546740,164.193.98.64,New Josephstad,Workstation,0.71,MFA Required
ba2111d3-2620-4000-9f35-eee6e6f34d16,2025-01-23 04:27:11.748627,150.208.135.206,East Kevinberg,Workstation,0.43,Granted
9f2c8b39-e156-48a8-8626-d818d36ba4be,2025-02-06 01:55:54.049725,198.72.65.195,South Angela,Laptop,0.99,Denied
73770b67-a1c6-4079-beb3-267358e24dcd,2025-01-16 21:18:47.951317,96.248.174.10,New Marybury,Workstation,0.28,Granted
751b7c2e-c521-41fc-8da9-7fcead219634,2025-01-18 04:23:12.928068,96.138.199.105,Nicholasfort,Workstation,0.84,Denied
09b83e30-977b-443d-b795-8030fa35e2b7,2025-02-04 10:04:25.955190,4.43.70.127,Kevinview,Laptop,0.62,MFA Required
4f87e211-5f5b-4859-8013-9c071dc75914,2025-01-22 01:07:27.840711,2.157.136.4,Port Joseph,Laptop,0.94,Denied
6c907491-258f-4342-9d43-336d6ab8e697,2025-02-02 06:12:23.220493,46.168.202.88,South Laura,Laptop,0.95,Denied
ef060828-b5ee-4241-b2b5-473776747b93,2025-01-13 23:41:06.618307,98.198.83.169,Alantown,Mobile,0.69,MFA Required
2ae9430f-2996-47c0-bed5-9c26422dee3d,2025-01-19 22:28:27.527912,82.71.63.218,Smithmouth,Mobile,0.81,Denied
739dc90c-1576-43d8-a31e-5f7c25211fc9,2025-01-09 07:52:45.518454,95.159.41.164,Sellersshire,Workstation,0.21,Granted
64dbbdbb-ae2e-438a-b581-089f5335e2f3,2025-01-28 21:52:57.454671,21.226.39.223,Port Kyle,Workstation,0.06,Granted
2e0f7f87-8474-45ed-8c97-3f5fe30adff5,2025-01-16 14:22:26.520386,53.196.88.205,Lake Donald,Tablet,0.95,Denied
6a0c5d9b-06de-49cb-b5bc-134430599ddc,2025-01-16 10:04:00.994702,120.139.61.96,Jessicaborough,Laptop,0.94,Denied
7b310013-31a5-49c8-b007-9be4911b2c1d,2025-02-03 14:30:26.884485,161.101.13.96,Haleshire,Tablet,0.55,MFA Required
8f46c950-2d05-4bc1-b237-f13fd0a56942,2025-01-31 11:14:39.428221,43.96.27.64,Melissamouth,Workstation,0.24,Granted
a13ee584-c8eb-4da1-8d7b-d7f25bdb4946,2025-01-12 06:06:22.104525,40.14.240.62,Bankschester,Workstation,0.52,MFA Required
4a187a74-19bb-4b5c-978e-01417351d80f,2025-02-03 08:14:12.124048,109.151.168.135,Tylerfurt,Mobile,0.32,Granted
6c846168-05c3-460d-bd93-4ede4f14dc68,2025-02-02 11:14:00.778050,172.224.41.85,South William,Tablet,0.17,Granted
57617a2d-f9b9-4d79-9f40-1a40a9a3a19b,2025-01-08 10:56:06.241774,153.25.208.216,North Brianland,Laptop,0.44,Granted
464ac83b-f243-4884-83a9-fb8144ba0fd0,2025-01-10 13:56:18.764607,114.255.168.197,Lake Heather,Mobile,0.89,Denied
e073c98d-8f7f-442a-bed0-e1c50eb3f6d9,2025-01-11 06:41:20.955951,188.60.186.22,Schultzton,Mobile,0.79,MFA Required
e06bcd53-e948-46e8-b59d-a6c0e3d589e6,2025-01-21 14:11:03.547891,6.54.172.56,East Janice,Mobile,0.91,Denied
a196485f-d5da-4cdb-a888-04d7c5325b6e,2025-01-13 01:10:06.778108,189.132.221.72,West Regina,Tablet,0.36,Granted
bda832b0-1aeb-4f29-ab69-4b72689578a0,2025-01-19 02:54:30.533725,217.250.159.113,East Amanda,Mobile,0.56,MFA Required
8ead0058-d70a-4ae6-bd0e-896bf42fad4b,2025-01-13 11:13:30.450868,210.35.116.211,West Roger,Workstation,0.14,Granted
c8aefbd8-fa0b-4b59-8b6b-37b598e2318a,2025-01-14 00:12:48.945669,35.23.195.101,South Amandabury,Laptop,0.09,Granted
732ad499-7d8d-403c-b3cc-6af8a3faed7d,2025-01-21 05:09:56.078025,4.186.5.11,Carrborough,Laptop,0.87,Denied
ec120fbd-518d-4a09-b11c-42a809a4a9fd,2025-01-16 04:30:56.531626,96.153.217.42,New Casey,Workstation,0.05,Granted
e64ab497-87d4-45b5-b84c-ae3920988a91,2025-01-10 12:50:11.536155,41.27.122.230,Lake Douglasstad,Laptop,0.67,MFA Required
fb692f2a-5f6d-4e91-b7f3-00b13043ff91,2025-01-28 09:12:43.393428,196.247.82.92,New Seantown,Laptop,0.36,Granted
026779e9-3382-4c95-a231-670d1df7f6a7,2025-02-05 07:41:18.674011,139.178.173.204,Lake Christianburgh,Laptop,0.87,Denied
d12e9880-e420-4471-aec8-a54cd348f2f1,2025-01-17 19:37:10.741069,72.123.249.212,Nicholaston,Laptop,0.17,Granted
4d1a8df9-c0e1-41b5-8918-29e432bda156,2025-01-09 03:32:48.394552,74.156.198.61,North James,Mobile,0.67,MFA Required
3959664c-64e5-4be9-b49d-e3a58d0d601e,2025-01-15 20:50:39.692088,83.111.113.55,North Jeffreyhaven,Laptop,0.76,MFA Required
aebefb6b-2ad9-4cd6-8658-8f18553d7ef3,2025-01-31 16:31:38.542091,183.158.131.125,Michaelchester,Mobile,0.83,Denied
d2e6c58e-d502-40cd-bfa4-ee23162b925c,2025-01-25 07:55:39.653954,220.113.152.61,New Patricia,Workstation,0.03,Granted
699221fe-9b15-4844-b7a5-8d977c28d2db,2025-02-04 05:48:54.950751,91.99.111.93,East James,Mobile,0.0,Granted
990b76a5-d1a4-40ca-a88d-044eaf851574,2025-01-17 00:06:52.819113,88.227.66.43,Burtonfurt,Tablet,0.8,Denied
68072e82-e14b-4a6b-b94c-ebb7292f9b61,2025-01-19 22:51:05.776926,158.143.135.147,Sparksborough,Workstation,0.39,Granted
3a5e506a-0be1-4704-9e2c-7873223f87f8,2025-01-11 19:55:26.799514,75.41.129.106,Lawrenceport,Tablet,0.17,Granted
0e1a8061-642b-4bc1-83d2-0b261f9cfa28,2025-01-11 13:06:57.866551,128.37.38.239,Lake Theresa,Laptop,0.53,MFA Required
3bb6a0e3-3620-4bb4-bb7c-d8f98fe79dd1,2025-01-21 14:42:26.894424,221.92.87.2,Amandaland,Tablet,0.77,MFA Required
bde18c43-ba26-434c-b992-17816e0d6d57,2025-01-07 20:58:34.510563,71.124.54.176,Randallchester,Laptop,0.51,MFA Required
973d5e17-d18c-488c-b209-1ea123d60356,2025-02-04 08:17:49.858976,56.220.80.126,Rachelchester,Laptop,0.32,Granted
c2ffc7ab-faad-40c0-b9f4-a8c148ea5219,2025-01-30 23:26:22.130611,121.214.177.155,Reedside,Tablet,0.38,Granted
b0ccc324-475d-4a0d-97f0-efcdab06dad0,2025-02-06 05:10:52.871122,120.247.6.188,East Teresatown,Workstation,0.81,Denied
fe638d91-3616-4225-a61c-2e7fd3aed905,2025-02-05 09:46:23.677881,155.220.81.244,Joyceland,Workstation,0.27,Granted
c0b4c3b0-727b-4570-a904-ed2918654b80,2025-01-21 01:15:46.912430,208.149.21.156,Abbottburgh,Workstation,0.69,MFA Required
c63e3926-8668-4700-9564-976a952c41df,2025-02-01 08:40:51.348916,122.50.203.97,Christopherchester,Laptop,0.75,MFA Required
82f03c50-240a-4ea4-9a5b-5fbce961fff1,2025-01-25 22:24:04.252073,13.18.61.93,New Robertbury,Laptop,0.5,MFA Required
135adaec-bec0-4dd6-bac0-5f5122546792,2025-02-03 05:06:22.133443,133.225.242.171,New Bryanmouth,Laptop,0.23,Granted
1b76b26c-0e37-441d-b6e9-7020f76950a0,2025-01-10 02:51:41.419230,143.217.239.32,North Brookeberg,Workstation,0.76,MFA Required
0657247e-8482-4445-b441-18706e1e8571,2025-01-14 06:18:13.222537,39.170.103.192,Juarezhaven,Tablet,0.43,Granted
9c2a687b-000c-4ce0-8e7a-96f270a2a290,2025-01-17 13:53:20.554418,192.249.234.106,South Abigailmouth,Mobile,0.02,Granted
34bdc508-ad9c-43f2-b1e9-d0694eddef57,2025-01-30 22:14:27.464665,209.175.162.38,West Sandra,Laptop,0.58,MFA Required
3d78b048-c34e-4316-aabd-49abf911db40,2025-01-29 18:33:25.311215,93.72.91.90,East Ryanside,Mobile,0.43,Granted
ee8afcbf-651c-4792-b65e-0ab3c245bb56,2025-01-22 01:59:44.225406,68.39.150.2,East Melissaton,Laptop,0.45,Granted
dc327a5d-f31d-43af-a1c1-1098587c2aa3,2025-01-18 20:47:18.484005,178.120.247.35,Alexanderberg,Tablet,0.78,MFA Required
e472558d-0d92-4437-a302-f18c735c5267,2025-02-01 04:13:28.491621,173.87.114.77,West Richard,Laptop,0.91,Denied
8ff278b9-5d5a-42fa-a936-8939059f1e9d,2025-01-18 05:45:42.351851,80.102.20.111,Michelleborough,Laptop,0.07,Granted
b5084b22-fca0-47e2-9583-5d48289e397c,2025-01-20 08:17:14.206768,180.224.65.34,Charlesfort,Laptop,0.43,Granted
c5bc6f2d-71fd-4d79-b85b-28482c954db2,2025-01-11 05:50:22.735789,209.162.76.133,Samuelberg,Workstation,0.28,Granted
d40c3552-f9d4-40aa-a1aa-dcd7a66f9a9c,2025-01-20 21:01:01.073550,9.175.232.83,West Dustinside,Mobile,0.55,MFA Required
5673298f-c916-43b4-ad38-a50bca23f252,2025-02-02 13:57:30.872264,50.227.20.96,New Kyle,Workstation,0.97,Denied
271fb901-f2bd-4c61-8d55-b1754b1f0b5c,2025-01-30 03:56:10.102410,20.15.66.6,South Michelle,Mobile,0.16,Granted
bfc97e3b-5418-42b4-b0e7-39b5f5229a13,2025-01-30 02:55:33.961222,186.90.208.204,South Lisamouth,Workstation,0.13,Granted
f4b122d7-cabf-44c3-8435-1eea0afc2b54,2025-02-05 20:09:33.678603,147.133.249.35,South Lisa,Mobile,0.43,Granted
0535a628-5479-4e6b-adfe-6bbba4c49700,2025-02-05 23:10:32.478443,128.43.33.60,Freemanchester,Workstation,0.7,MFA Required
ac2e513b-188f-418c-8c8c-9d933788e1f2,2025-02-03 04:26:56.331944,73.33.14.143,Elizabethchester,Workstation,0.22,Granted
aea5885f-6800-4bcd-8726-78a0cc5e287d,2025-01-11 08:51:19.320902,31.129.217.173,Jeffreychester,Workstation,0.06,Granted
6b404e21-bb3a-4ae7-b3fa-ac6caf81ebf6,2025-01-26 05:33:59.221260,83.78.125.235,Danielsmouth,Tablet,0.38,Granted
4718c252-ea95-4ea0-9929-e5c787dad894,2025-01-09 10:53:23.741755,47.88.23.48,West Darrell,Workstation,0.75,MFA Required
150e03ce-3348-43c5-a80e-1c6914b66555,2025-01-20 17:39:58.548280,196.110.123.13,North Paula,Mobile,0.94,Denied
cd3a4f96-56fd-480b-b6fa-cbb14abeeb9c,2025-01-19 04:01:44.963799,90.85.147.218,Lindsayville,Laptop,0.43,Granted
176fd0ac-81a4-4bd5-b5de-5ff0a82a24d0,2025-01-28 05:08:35.216718,150.18.223.181,North Terrifort,Tablet,0.86,Denied
742212f6-bbb9-46dc-b373-57c054e7923f,2025-01-15 10:59:22.559310,201.116.123.71,Alexisburgh,Workstation,0.58,MFA Required
79926b0a-21da-4690-bef9-550f2c1a11ab,2025-01-18 03:00:33.628992,32.124.52.127,Parsonsburgh,Workstation,0.35,Granted
6518c962-f2e2-418b-b759-95a567503c56,2025-01-12 07:54:40.485377,45.80.25.175,Port Sarah,Tablet,0.27,Granted
d352f407-ad69-4fc4-bc88-17fa6c0442af,2025-01-14 16:34:28.667082,50.115.30.51,East Jamesfort,Workstation,0.02,Granted
6cd36b58-4104-47f8-9e99-7ba8864c68d7,2025-01-23 11:16:54.219104,210.252.159.211,Perezberg,Workstation,0.46,Granted
98ee2812-9c31-4d79-9399-23f62711b468,2025-01-19 02:51:42.104803,16.47.254.54,Barberport,Tablet,0.56,MFA Required
63e880cf-a946-4268-9622-75fe6310336b,2025-02-05 13:53:49.090514,63.94.32.23,North Matthew,Mobile,0.36,Granted
55f2c7cb-8e07-4e1a-9fb2-00015eff2a6a,2025-02-02 07:27:15.806305,101.190.230.7,North Darrenborough,Laptop,0.86,Denied
d5453a77-c74b-424e-a059-a68e10fdfe2f,2025-02-02 14:51:42.648901,161.250.212.108,Petersfurt,Laptop,0.97,Denied
6d0e1a78-58cd-4828-876a-7d4eef083eb3,2025-02-01 15:53:55.254961,219.193.25.8,West Tammyborough,Mobile,0.88,Denied
de303604-ac4c-4171-9ad4-63ffe963a075,2025-01-24 05:05:15.057165,187.162.83.195,South Andrew,Tablet,0.38,Granted
8b942e57-33f9-4210-a2e1-afecd4911cc2,2025-01-24 03:59:39.821689,95.9.160.176,Benjaminfort,Mobile,0.42,Granted
071847cc-7d6a-4456-8463-d947e490864b,2025-01-18 13:26:05.680943,48.109.249.52,Robertville,Laptop,0.49,Granted
418985f1-4cff-4b1e-8468-b667f7ed96d8,2025-01-19 10:33:54.709081,19.55.225.129,Hernandezfort,Mobile,0.32,Granted
98959cc0-387a-44bb-9afd-ac596c4f1f44,2025-01-15 02:58:43.244257,14.168.40.251,Lake Jacob,Laptop,0.28,Granted
3cf2852a-4e95-402e-ba43-ff6e86b21828,2025-01-10 21:03:42.242334,23.206.232.138,North Rachel,Workstation,0.13,Granted
d12b9824-407c-430e-8c14-a2ed8902b27a,2025-01-08 07:16:24.364780,109.120.112.213,Port Shelly,Mobile,0.2,Granted
07002c06-dc95-482d-bf10-fc3d3dfc7ea1,2025-01-14 02:20:25.611767,99.65.135.76,Kimberlyport,Tablet,0.91,Denied
ae8eb284-44c6-43d4-ab4c-c8615735a867,2025-01-25 09:01:29.545952,91.195.0.172,New Lisa,Tablet,0.73,MFA Required
0f47e698-dc5f-4abc-a398-31ecb1cb7ae7,2025-01-24 09:16:24.153066,44.11.252.209,Hayesmouth,Workstation,0.87,Denied
6e8117b6-f241-4add-bdbd-15cc184656aa,2025-01-09 14:28:44.913577,211.242.249.105,Smithstad,Workstation,0.28,Granted
8059df64-a7f3-430a-8442-28b636a3b08e,2025-01-08 06:27:22.871808,195.191.198.130,Jonesville,Workstation,0.39,Granted
7a5924c6-f89c-4283-bbc5-5757f3ec67c9,2025-01-31 13:31:16.049159,118.117.84.67,Penaport,Mobile,0.6,MFA Required
68ee6dbc-6e9c-4fff-b2d6-00cd140ea340,2025-02-03 05:00:07.219648,99.229.86.3,Georgeburgh,Laptop,0.42,Granted
964a1d02-e193-471b-bdb9-8a12f1dd6292,2025-01-30 00:56:22.086858,210.21.133.210,Reeseland,Laptop,0.93,Denied
1c5759f0-8750-4ebd-993f-f68b40eda4c4,2025-01-07 22:56:55.990726,132.128.202.143,West Jessicaland,Laptop,0.3,Granted
2050e676-fa01-4028-878e-4f4733cdd787,2025-01-26 03:14:43.373597,129.65.45.195,Robertside,Workstation,0.55,MFA Required
79549656-9597-45a6-8f52-a621461d48e6,2025-01-30 08:13:07.891562,79.160.33.86,Toddmouth,Mobile,0.28,Granted
c734c887-5d64-4439-aa3e-40b7f9e830b2,2025-01-21 18:43:01.799771,208.171.230.35,Carolineport,Workstation,0.12,Granted
cbbe67e8-a3fd-4c80-9906-e7a206906eeb,2025-01-27 07:27:42.194425,118.185.212.196,Maxwellborough,Mobile,0.62,MFA Required
687abd0f-d062-4d2d-a0aa-f04b5b26c1a0,2025-02-04 13:25:35.938385,184.41.166.162,Morganport,Tablet,0.56,MFA Required
cac19a32-9ea0-4b1d-99dc-ab0bd143274a,2025-01-21 02:09:54.913499,67.9.19.64,Oliviaburgh,Laptop,0.88,Denied
9616f937-4b3a-482e-8d70-3ae6f3cd3fa5,2025-01-17 13:34:08.442855,73.200.212.12,New Frankfort,Laptop,0.21,Granted
fe7d43a0-09d2-4edf-abbe-f3c92dee0f4b,2025-01-24 04:39:52.454915,40.10.66.233,Port Ericchester,Laptop,0.72,MFA Required
9983458c-69c1-41ae-9a3d-c6d03a5dcb4d,2025-02-01 15:28:14.833421,98.70.143.99,New Danielborough,Mobile,0.67,MFA Required
ce36d8a8-b1b7-45b4-b8a4-5599504fc6d5,2025-02-03 12:09:54.928455,146.105.131.54,Vazquezhaven,Mobile,0.69,MFA Required
15b6b61d-03da-46d9-9ca8-67e31417d20c,2025-02-01 04:29:43.750042,83.157.0.151,Joannhaven,Tablet,0.03,Granted
c862a2c6-3bc2-448e-bdc4-720832ecb79c,2025-01-16 12:36:04.484487,30.100.173.25,Port Williamtown,Laptop,0.49,Granted
d1854fcb-51a5-489f-ae75-94548fec35d5,2025-01-31 12:55:22.234881,60.63.193.208,Blackland,Tablet,0.12,Granted
41b6c57b-eb0a-4fd6-b1cb-6003717d261a,2025-01-22 07:02:31.054463,215.45.237.146,Lozanomouth,Workstation,0.09,Granted
20d65f93-0cc3-4faa-973e-36217d6ad019,2025-01-30 19:38:42.324296,8.151.186.46,North Tylerville,Laptop,0.23,Granted
5767ce5c-dde9-4e6b-ad8f-bcb091179c00,2025-01-16 15:19:13.300304,222.4.56.64,New Travis,Workstation,0.26,Granted
e4b5df61-5ede-4339-9cba-b20ab492a590,2025-01-10 15:47:12.060315,29.235.180.156,Annaborough,Laptop,0.0,Granted
6ffce091-9743-42e7-8e63-8ce9ef601b67,2025-02-01 00:12:54.784355,167.152.137.140,Sotoland,Tablet,0.65,MFA Required
f1ef68f1-bf1b-49dc-9a87-418dee491ef0,2025-01-18 03:10:27.811644,179.218.25.221,Jenniferport,Workstation,0.33,Granted
abb1ccd0-35eb-4e00-9d1c-1a0c7c56937c,2025-02-05 02:51:17.862736,211.72.205.251,Port Chelsea,Tablet,0.07,Granted
a5bc8ae5-0256-43de-9082-2f2dc19e6e21,2025-01-15 08:01:17.172433,145.187.87.195,Jenniferville,Workstation,0.47,Granted
5d1f9af7-4574-44c9-affe-de42a0cce22d,2025-01-17 22:51:34.192941,122.78.201.214,West Nicole,Mobile,0.26,Granted
32245dfb-e97b-4da0-bb07-5ddf15e465a1,2025-01-28 12:40:53.419423,85.79.113.42,South David,Workstation,0.5,MFA Required
7133d2ee-a1c3-4b2d-b02b-e4044f590caf,2025-01-13 00:34:14.071669,6.4.110.252,Gibbsfort,Laptop,0.16,Granted
1b999858-47de-4ad5-81ce-d3c0c134c9a4,2025-01-15 01:12:58.033950,165.248.16.1,Moralesbury,Workstation,0.93,Denied
c6061482-71ac-4b9a-9d4b-70a30eae0d6e,2025-01-25 12:51:33.957227,45.27.120.139,Port Anna,Workstation,0.64,MFA Required
22982944-041c-4fbf-9531-630484252419,2025-01-26 18:33:06.209968,81.226.197.160,North Thomas,Mobile,0.93,Denied
687977d5-9a87-4b0f-b760-a4affe69510f,2025-02-03 18:28:16.815539,50.7.55.87,South Matthew,Laptop,0.7,MFA Required
0177e2fc-7e8f-42b7-bb05-1ada1b63e9cb,2025-01-20 15:43:44.078699,218.62.111.177,East Johnberg,Mobile,0.88,Denied
bf66b2f4-8e3d-4602-b540-f3cd3fc7d92d,2025-02-06 07:54:47.401702,78.51.106.207,New Jeffhaven,Tablet,0.39,Granted
f0546175-2a09-4bd4-8a28-2d593610eb76,2025-01-13 18:09:09.216474,157.168.109.6,New Sylviaton,Laptop,0.11,Granted
20cdf00d-645f-44fe-a999-ec1356a0873e,2025-01-28 18:07:24.255855,180.143.7.149,Pattonview,Mobile,0.73,MFA Required
40a2580f-7b07-4748-baad-3ccd6f403ef1,2025-02-03 23:27:41.533972,208.7.77.203,Neilstad,Laptop,0.6,MFA Required
af03e297-7ae4-4dbe-a8dd-aa7035f8f69d,2025-02-03 09:02:16.386061,8.57.111.240,West Joseph,Workstation,0.21,Granted
1e5f9cf5-2314-405c-ad4d-cc83adba4be2,2025-01-29 07:52:49.108711,117.163.105.192,New Maria,Workstation,0.35,Granted
de5a3cdf-ab5c-4679-a576-9a900fe39903,2025-01-20 00:22:25.344439,205.136.77.133,Normanstad,Mobile,0.42,Granted
